sentence,fuel,machine,others,part,price,service
 remen sanget xenia perawatan mirah pangageman gampil sparepart oke . ,neutral,neutral,positive,positive,neutral,positive
" gede sanget niki kapasitas avanza, volume ruanganipun   sepen   ",neutral,neutral,neutral,positive,neutral,neutral
" kula kagungan avanza g 2008 , enggal juni kala-wingi kula mundhut saking tunas toyota . terus kopling sampun radi awrat mawon ",neutral,neutral,neutral,negative,neutral,neutral
 kula enggal pundhut hrv prestige akhir warsa 2017 . sedayanipun eca  dikendarai . ,neutral,neutral,positive,neutral,neutral,neutral
" wah, wuling formo saking mesin 1200 cc menarik kaliyan regi  ingkang kompetitif. ",neutral,positive,neutral,neutral,negative,neutral
 kula ugi  remen  sanget soalipun   avanza ruang bagasinipun  kuwawi nampung   ngantos 5 tas ukuran    ageng kaliyan susunan rapi dhateng arah inggil . asta barang kathah nggih mesthi amot ,neutral,neutral,neutral,positive,neutral,neutral
 fitur keamanan menika cekap nginggahaken kasta avanza supados setara kaliyan low mpv sanesipun  ingkang miyos rumiyin ngagem toya bag keren nggih ,neutral,neutral,neutral,positive,neutral,neutral
" masa konsumsi bensin toyota avanza veloz 12,5 liter per kilometer , boros sanget segawon",negative,neutral,neutral,neutral,neutral,neutral
menawi mboten kersa boros sampun mundhut scoopy ,negative,neutral,neutral,neutral,neutral,neutral
" menawi down shifting terus gaspol menika raosipun   naming minggah rpm mawon, nanging power kosong lan estu   mesinipun   asring ngelitik. ",neutral,negative,neutral,neutral,neutral,neutral
 kula remen fortuner amargi lincah mlajengipun daripada ertiga ingkang tenaganipun  ringkih ,neutral,negative,neutral,neutral,neutral,neutral
 mending pajero simple mboten kathah-kathah desain ,neutral,neutral,neutral,positive,neutral,neutral
" wuling inggih menika mobil ingkang bandel wonten sedaya medan , irit bahan besmi , desain ingkang dinamis lan mewah dipuntambah kaliyan regi  ingkang pastinipun  terjangkau ",positive,positive,neutral,positive,positive,neutral
 xpander menika mpv paling sae   kagem tiyang ingkang pados mobil mpv canggih ,neutral,neutral,positive,neutral,neutral,neutral
" kados menika tiyang nglirik xpander , kesanipun   mesthi keren desainipun   ",neutral,neutral,neutral,positive,neutral,neutral
 koh saya  awon  mawon nggih pelayanan wonten ahas padhang anugerah pamulang ,neutral,neutral,neutral,neutral,neutral,negative
" nate   agem avanza dhateng jawining kitha saking enjing dumugi sonten , mesin lan ac nyala tanpa mendel , nanging mboten nedhak ",neutral,positive,neutral,positive,neutral,neutral
 menawi mesin lan tampang inggil brio satya . nanging miyos empuk lan miyos mirah karimun . ,neutral,positive,neutral,positive,positive,neutral
 toyota avanza veloz enggal inggih menika ngagem mesin dual vvt -i ingkang saderengipun  ngagem single vvt -i. juragan mantep ,neutral,positive,neutral,neutral,neutral,neutral
" @daihatsuind service wonten bengkel daihatsu reginipun   awis  sanget , onderdil taksih sae   nyuwun dipun-gantos sami cs / mekanikipun   . pisan  service 2jt ",neutral,neutral,neutral,neutral,neutral,negative
 mobilio cemeng menika cekap ndamel  tiyang heran lan ngagemipun nggih kraos  gagah ,neutral,neutral,positive,neutral,neutral,neutral
 brio paling cocok kagem mahasiswa amargi stylenipun  ingkang simpel lan minimalis ,neutral,neutral,neutral,positive,neutral,neutral
 kula sopir operasional . agem altis v. kagem mesin kula akeni eca  . tarikan mantep handling ipun    wow . ,neutral,positive,neutral,positive,neutral,neutral
 xenia xi sporty kaliyan sedayanipun marem sami menika mobil ,neutral,neutral,positive,neutral,neutral,neutral
 pilihan dhawah dhateng xenia amargi faktor regi  lan servis xenia mesthi miyos mirah hehe . ,neutral,neutral,neutral,neutral,positive,positive
 vario bodyipun   miyos kokoh daripada mio ,neutral,neutral,neutral,negative,neutral,neutral
 agya mobil ingkang sae   lan keren gayanipun  ,neutral,neutral,positive,positive,neutral,neutral
" masa kedah dumugi sawarsa naming damel inden xpander, kecewa ! ",neutral,neutral,neutral,neutral,neutral,negative
 sadangu menika agem xexi lumayan irit ,positive,neutral,neutral,neutral,neutral,neutral
" kenyamanan tebih menang xpander , miyos kedap  &  bantingan nyaman sanget . regi  ugi  miyos mirah ",neutral,neutral,positive,neutral,positive,neutral
 tampilan desain dasbor interior avanza kepriksan miyos mewah lan stylish ,neutral,neutral,neutral,positive,neutral,neutral
 rush performa mesinipun   ugi  mboten kawon kaliyan suv benten ,neutral,positive,neutral,neutral,neutral,neutral
" sampun dangu agem xenia , enggal kali keparing ingkang ac ipun    mboten eca  lan jokipun   kaken   . ",neutral,neutral,neutral,negative,neutral,neutral
" sampun mundhut ingkang 2019 nanging wonten 1 kekirangan , jokipun   kirang nyaman ",neutral,neutral,neutral,negative,neutral,neutral
" honda beat street inggih menika motor ingkang saged dipunaturaken mirah , nanging sanes mirahan . amargi kejawi keren , ugi  gampil  sanget kagem dimodifikasi . ",neutral,neutral,positive,neutral,positive,neutral
 jok penumpang mobil wuling formo kepriksan nyaman ,neutral,neutral,neutral,positive,neutral,neutral
" koh nissan gl mboten sanget , deh . ",neutral,neutral,negative,neutral,neutral,neutral
" xenia 1:8 -9 boros ugi  nggih juragan , amargi bodi agengipun   lan cc alit  mungkin nggih . ",negative,neutral,neutral,neutral,neutral,neutral
 dhateng pundi-pundi badhe jarak celak/caket utawi nggih tebih tetep nyaman agem scooy . muatan bagasi kathah lan mesin mboten enggal benter . ,neutral,positive,positive,positive,neutral,neutral
" kula kagungan grand livina xv warsa 2011 iritipun   juwara , bang . ",positive,neutral,neutral,neutral,neutral,neutral
" eca  sih agem brio , pasaranipun   ugi  stabil ",neutral,neutral,positive,neutral,positive,neutral
 kenyamanan vario miyos inggil dipunbanding mio . ,neutral,neutral,negative,neutral,neutral,neutral
 li biru dlx regi  jualipun   nggih inggil . mundhut warsa 2004 sawentawis 80 jutaan dipunsade 2009 90 jutaan . untung juragan . ,neutral,neutral,neutral,neutral,positive,neutral
 pajero oh   empun bagus   jawinipun  tenaganipun  ugi  keparing ,neutral,positive,neutral,positive,neutral,neutral
" kula agem all new honda brio satya e juragan , nyaman sanget lan sae   , menapa malih brand ipun    h , regi  jualipun   ugi  tetep stabil ",neutral,neutral,positive,neutral,positive,neutral
 xenia bodinipun  sampun oke tilar   gantos samparan samparan mawon mugi-mugi modifikasi panjenengan ngremenaken  ,neutral,neutral,neutral,positive,neutral,neutral
 midherek ane soal kenyamanan kantenan all new pajero sport inggil tebih miyos nyaman dipunbandingaken all new fortuner ingkang atos|sora sanget midherek ane ,neutral,neutral,negative,neutral,neutral,neutral
 pungkasanipun kula mundhut avanza amargi bandel jahat reginipun   ugi  pas wonten kantong ,neutral,positive,neutral,neutral,positive,neutral
" tetep mawon mobilio taksih inggih menika mobil mpv keluwargi kelas menengah dhateng ngandhap ingkang paling paling sae dipunbanding kompetitoripun   , bbm paling irit , kabin paling lega dumugi baris dhateng 3 , model paling manis , mesin ugi  paling kenceng saking kompetitoripun   , desain interior ugi  paling cakep saking kompetitoripun   . ",positive,positive,positive,positive,neutral,neutral
 mboten heranlah juragan amargi avanza kagungan fitur ingkang cekap jangkep kaliyan regi  mboten sanget-sanget awis  ,neutral,neutral,neutral,positive,positive,neutral
 kula agem xpander amargi mboten mirahan . ,neutral,neutral,positive,neutral,neutral,neutral
 after sales service yamaha tansah ngajengaken   customer daripada kagem untung     piyambak ,neutral,neutral,neutral,neutral,neutral,positive
 tenaga fortuner kawon tebih lah . pajero sport mobil paling tanggen ,neutral,positive,neutral,neutral,neutral,neutral
" si gesit irit motor honda beat series warsa 2011 ingkang tansah setya ngancani kula lebet madosi  rezeki wonten kala benter lan jawah , siyang lan dalu  . ",positive,positive,neutral,neutral,neutral,neutral
" menawi saking segi desain mah veloz juwaranipun, avanza kelangkung tebih ",neutral,neutral,neutral,negative,neutral,neutral
 toyota calya estu   cocok kagem keluwargi hemat sanget bbm irit sanget eca  dipunagem ,positive,neutral,positive,neutral,neutral,neutral
 ertiga saestu  gampil dipakainipun  ,neutral,neutral,positive,neutral,neutral,neutral
 mboten getun    ugi  pundhut mobil honda mboten kawon bandel irit tahan banting sampun agem jazz ,positive,positive,neutral,positive,neutral,neutral
 fortuner sparepartipun   gampil  dipunpanggihaken wonten pundi mawon ,neutral,neutral,neutral,positive,neutral,neutral
" sasampunipun priksa wuling almaz , priksa mobilio sami veloz dados kados sampah .. ",neutral,neutral,negative,neutral,neutral,neutral
" kula dados   pangagem kidang innova mboten rumaos kecewa lan marem sanget , perawatan nggih mboten patos awis  pokokipun   mantep . ",neutral,neutral,positive,neutral,neutral,positive
 menawi wonten dhawuhi milih . kantenan milih cx 3 oh   ,neutral,neutral,positive,neutral,neutral,neutral
" kasunyatanipun service bengkel toyota payah , angin ban sanesipun   dipuntambah malah disemir mawon kagem menapa cobi . jelas-jelas kirang angin ngoten ",neutral,neutral,neutral,neutral,neutral,negative
 desain velg alloy veloz ugi  dipunebah juragan kagem kula desainipun   sae   sanget lan terkesan sporty juragan ,neutral,neutral,neutral,positive,neutral,neutral
 beat cekap ekonomis kagem mahasiswa ,neutral,neutral,neutral,neutral,positive,neutral
 estu   xenia maknyus . ,neutral,neutral,positive,neutral,neutral,neutral
 ewah sih menika xenia bandelipun   juwara dipunagem damel rame-rame ugi  tetep bandel ,neutral,positive,neutral,neutral,neutral,neutral
 ingkang miyos menenangkan saking daihatsu terios inggih menika hemat bahan besmi . ,positive,neutral,neutral,neutral,neutral,neutral
" fortuner model bapak bapak , pajero model putra timur ",neutral,neutral,neutral,positive,neutral,neutral
 menawi kula miyos pilih datsun cross . regi  miyos mirah body miyos keker ,neutral,neutral,neutral,positive,positive,neutral
" chr design gado2 , kraos  liat pinten-pinten mobil dicomot2 ",neutral,neutral,neutral,negative,neutral,neutral
 wah mirah niki . pawitan dp mawon . saged kagem grab car niki . mirah meriah taksih bisalah kagem dados grab car . ,neutral,neutral,neutral,neutral,positive,neutral
" karimun wagon mawon bang , miyos mirah ",neutral,neutral,neutral,neutral,positive,neutral
" honda naming menang wonten mesin , menawi fitur lan interior mah jahat ... lan awis  , jokipun   tipissss damel tepos menawi {margi, mlampah} dangu ",neutral,positive,neutral,negative,negative,neutral
 avanza eca  dipunagem . cocok sanget damel mobil keluwargi . reginipun   mboten patos awis  damel mobil kaliyan spesifikasi ingkang lumayan . ,neutral,neutral,positive,neutral,positive,neutral
 avanza veloz 1.5 type 1.5 gipun   mawon mboten pajeng  sanget lan mboten nate   kepriksan wonten ratan ,neutral,neutral,negative,neutral,neutral,neutral
" duh ni bengkel mitsubishi , awon  kali sih . kados kandang mawon bengkelipun   . ",neutral,neutral,neutral,neutral,neutral,negative
 bengkel @hondaarista jatinegara not recommended . payah . sampun booking servis nanging dipundhawuhi mengantri . ,neutral,neutral,neutral,neutral,neutral,negative
 konsumsi bahan besmi ingkang cekap irit midherek kula inggih menika poin wigatos saking calya menika . ,positive,neutral,neutral,neutral,neutral,neutral
 avanza nyengkuyung sanget profesi ingkang kula lampahi amargi bbm ipun    irit . ,positive,neutral,neutral,neutral,neutral,neutral
 menika ruang tengga bengkel @toyotaid paling nyaman . meh    3 tabuh lan taksih kraos . pelayanan ramah . ecanipun   kagungan toyota . ,neutral,neutral,neutral,neutral,neutral,positive
 xenia 1.300 cc mesinipun   lincah lan saged rame-rame     hehe . ,neutral,positive,positive,neutral,neutral,neutral
" tanduk logo mawon , regi  minggah dasanan yuta ",neutral,neutral,neutral,neutral,negative,neutral
 avanza ugi  tamtunipun  nyaman dikendarai . ,neutral,neutral,positive,neutral,neutral,neutral
" mobil menika sanget-sanget over price bos , untung menang merek ",neutral,neutral,neutral,neutral,negative,neutral
 suzuki karimun gx mboten naming bandel lan ngagungani kabin wiyar nanging ugi  irit ,positive,positive,neutral,positive,neutral,neutral
 all -new brio kaliyan regi  termurah 135 -an yuta mboten prayogi . ,neutral,neutral,neutral,neutral,negative,neutral
 sasampunipun priksa menika kula  saestu badhe mundhut honda cr -v,neutral,neutral,positive,neutral,neutral,neutral
grand livina xv at 2008 ngelitikipun   jahat mas/jeng samenika ugi  lumayan boros ,negative,negative,neutral,neutral,neutral,neutral
 gua miyos pilih fortuner amargi tampilanipun   gagah mboten kados   pajero ,neutral,neutral,negative,neutral,neutral,neutral
 tindak nyambut damel saben  dinten miyos eca  agem honda vultus. ,neutral,neutral,positive,neutral,neutral,neutral
 driver miyos nyaman kaliyan posisi perseneling ingkang unik. matur nuwun  sigra. ,neutral,neutral,neutral,positive,neutral,neutral
" midherek kula kagem service , honda miyos sae   saking nissan . ",neutral,neutral,neutral,neutral,neutral,negative
" mobil ingkang cocok sanget lan nyaman sanget dipunagem wekdal sareng  keluwargi , suwanten mesin ingkang lembat , eksterior ingkang nyaman dipunpriksani , interioripun   ugi  menarik , kejawi menika hemat bahan besmi . ",positive,positive,positive,positive,neutral,neutral
 mboten lepat pilih avanza . sampun 10 warsa mobil avanza kula taksih saged melaju kenceng kaliyan optimal . ,neutral,positive,neutral,neutral,neutral,neutral
" avanza kanca paling sae kagem wonten sedaya medan margi   , plus reginipun   taksih terjangkau . ",neutral,neutral,positive,neutral,positive,neutral
 mesin bandel lan irit dados   alesan kathah keluwargi wonten indonesia milih   agya dados   mobil pertami piyambakipun sedaya ,positive,positive,neutral,neutral,neutral,neutral
 jakarta -bandung agem xenia naming 1 sapalih  tabuh . estu    mesin ingkang tanggen sanget . ,neutral,positive,neutral,neutral,neutral,neutral
 kula sih kaliyan pribadi marem sanget sami xeli . nyaman . ,neutral,neutral,positive,neutral,neutral,neutral
" kula nate   agem karimun saderengipun mobil kula ingkang samenika , midherek kula menika lcgc paling nyaman , paling mirah ",neutral,neutral,positive,neutral,positive,neutral
 kelemahan daihatsu sigra inggih menika bodinipun  ringkih lan kirang kedap suwanten jawi. ,neutral,neutral,neutral,negative,neutral,neutral
" toyota avanza , low mpv kaliyan jaringan penjualan lan purnajual paling kathah ",neutral,neutral,positive,neutral,positive,neutral
 xenia ingkang 1000 cc kagungan handling ingkang miyos lincah lan enteng ,neutral,neutral,neutral,positive,neutral,neutral
 vario bentukipun   seksi damel boncengan nggih nyaman lan aman sistem sedaya sampun canggih lan bbm irit wonten dompet kula lan panjenengan sami . ,positive,neutral,neutral,positive,neutral,neutral
" awalipun   kula mundhut motor ing  warsa 2016 , alhamdulillah ngantos samenika motor kula taksih irit lan tanggen wonten ratan ",positive,positive,neutral,neutral,neutral,neutral
 menawi dipunbandingaken saking segi servicenipun  nissan tebih miyos inggil daripada toyota ingkang asal-asalan ,neutral,neutral,neutral,neutral,neutral,negative
 trose tiyang ingkang xi malah miyos irit saking ingkang li niki . ,negative,neutral,neutral,neutral,neutral,neutral
 cobi mawon dipunbandingaken damel plajeng mesthi brio miyos lincah daripada calya ,neutral,negative,neutral,neutral,neutral,neutral
" kagem kula piyambak ingkang sampun ngagungani terios x deluxe mt , kula cekap marem menapa ingkang sampun kula kagungani matur nuwun  daihatsu ",neutral,neutral,positive,neutral,neutral,neutral
 mobil kula  xenia 1.300 cc irit dipakainipun  ,positive,neutral,neutral,neutral,neutral,neutral
 toyota rush gagah lan tanggen wonten medan ingkang terjal sapisana  lan nyaman wonten ratan ingkang mulus . ,neutral,neutral,positive,neutral,neutral,neutral
 mobilio tarikan lembat sanget menang telak daripada agya kawon tebih ,neutral,negative,neutral,neutral,neutral,neutral
 scoopy keren sanget bodyipun   ugi  unik lan cocok damel putra timur kebak gaya ,neutral,neutral,positive,positive,neutral,neutral
 avanza 1.3 l estu   irit menawi dipunasta 60 -80 km / tabuh . ,positive,neutral,neutral,neutral,neutral,neutral
 kenging menapa sekelas fortuner dereng wonten sunroofipun   nggih ,neutral,neutral,neutral,negative,neutral,neutral
 reginipun   4x4ipun   fortuner miyos worth it wonten banding pajero sport ,neutral,neutral,neutral,neutral,negative,neutral
 menawi brio senyaman menika mboten papa badhe macet dangu ugi  tetep kraos wonten lebet ,neutral,neutral,positive,neutral,neutral,neutral
" midherek kula mawon niki , pasuryan enakan sirion , kagem pocong eca  brio ",neutral,neutral,neutral,positive,neutral,neutral
 pengalaman kala-wingi sewa rental wonten bali koplingipun   radi inggil dados pas inggah-inggah radi menahan-nahan kados menika kirang gesit padahal karimun ,neutral,neutral,neutral,negative,neutral,neutral
" motor honda beat matic ingkang setunggal menika midherek kula  estu   cocok damel sadayaning kalangan , saking segi regi  ingkang mirah nanging mboten ndamel  produk menika asal-asalan . ",neutral,neutral,positive,neutral,positive,neutral
 tampilan avanza bergaya kas  crossover menika ngagungani kesan sporty lan agresif ,neutral,neutral,neutral,positive,neutral,neutral
 nggih sampun kula mboten ragu-ragu pundhut calya menika damel dintenan ,neutral,neutral,positive,neutral,neutral,neutral
 soalipun   midherek kula wuling confero s 1.5 tipe paling inggil reginipun   miyos mirah naming 160 jutaan ,neutral,neutral,neutral,neutral,positive,neutral
 kaliyan reginipun   terjangkau mobil avanza menika taksih dipunremeni masyarakat indonesia dados   mobil keluwargi pilihan ,neutral,neutral,neutral,neutral,positive,neutral
 sayang mboten wonten gps map ipun    kados versi ingkang dangu . padahal lumayan damel dhateng kondangan wonten pelosok ingkang sekel sinyal . screen mirror ugi  masa agem kabel mawon sagedipun  ,neutral,neutral,neutral,negative,neutral,neutral
 kagem njagi   performa paling sae innova menika mboten betah kathah biaya servis kados   mobil kula rumiyin   . ,neutral,neutral,neutral,neutral,neutral,positive
 kabin ngajeng tengah lan wingking miyos lega lan nyaman pajero sport dipunbanding fortuner ,neutral,neutral,neutral,negative,neutral,neutral
" bapak kula kagungan gl ingkang facelift 2013 , dumugi mriki taksih sae   , mesin taksih eca  + bensin v -power , dereng nate   tedhak mesin ",neutral,positive,positive,neutral,neutral,neutral
 pungkasan service dhateng bengkel daihatsu warsa 2016 . radi awis  sih estu   . ehe . ,neutral,neutral,neutral,neutral,neutral,negative
 sedayanipun marem sanget sih agem hrv ,neutral,neutral,positive,neutral,neutral,neutral
 mesinipun   avanza bandel lan nyaman dipunagem . ,neutral,positive,positive,neutral,neutral,neutral
" mobil avanza mboten terlau awis  , nanging kathah fitur ingkang nyengkuyung . ",neutral,neutral,neutral,positive,positive,neutral
" menawi ertiga body oke lah minimalis ngoten, nanging tarikan alon   sanget ",neutral,negative,neutral,positive,neutral,neutral
 kula dukung mobil fortuner ,neutral,neutral,positive,neutral,neutral,neutral
" honda beat sumerep sanget wonten wekdal kantong malih tipis mboten nate   rewel , mesin taksih lembat terus sanadyan saben dinten dipunasta perjalanan tebih terus ",neutral,positive,positive,neutral,neutral,neutral
 calya mlajengipun ugi  lumayan kenceng mantep jiwa ,neutral,positive,neutral,neutral,neutral,neutral
 sayangipun   veloz taksih ngagem dilah halogen sanes led nggih juragan ,neutral,neutral,neutral,negative,neutral,neutral
 hrv menika kagungan ultra seat dados asta barang ingkang jangkung utawi badhe menyembunyikan barang saged wonten ngandhap jok . keren sih . ,neutral,neutral,neutral,positive,neutral,neutral
 honda brio kelebet  ingkang cekap ekonomis wonten kelasipun   ,neutral,neutral,neutral,neutral,positive,neutral
 kaliyan service kagem konsumen daihatsu taksih miyos sae   dipunbanding toyota. ,neutral,neutral,neutral,neutral,neutral,negative
 cekap sawulan damel inden fortuner mboten sugih xpander dumugi sawarsa ,neutral,neutral,neutral,neutral,neutral,negative
 scoopy kayanipun  estu   dipundamel kagem putra timur ingkang oke pokokipun   ,neutral,neutral,positive,neutral,neutral,neutral
" remen deh kaliyan pilihan mobil avanza ingkang setunggal menika , tenaga sae   lan bandel ",neutral,positive,neutral,neutral,neutral,neutral
" 4 warsa agem altis , kebukti  sih menika mobil mesinipun   bandel sanget ",neutral,positive,neutral,neutral,neutral,neutral
 menika kula mawon ingkang rumaos bensin xenia boros sanget menapa estu   nggih sih ,negative,neutral,neutral,neutral,neutral,neutral
 pajero sport lah ! fitur safetyipun   miyos cakep daripada fortuner ,neutral,neutral,neutral,negative,neutral,neutral
" njrit , awis  sanget , vario perawatan naming betah gantos oli mesin sami gardan , menawi wonten ingkang betah dipun-gantos nggih kula gantos piyambak , kula mending pawitan sakedhik mundhut toolkits damel bingkar motor daripada dipunasta dhateng bengkel resmi , remen ngaco bengkel resmi ",neutral,neutral,neutral,neutral,neutral,negative
" chr  =  regi  selangit , fitur kirang joss ",neutral,neutral,neutral,negative,negative,neutral
 bengkel honda payah bro ! ngaret . bengkel sebelah on time . #noted ,neutral,neutral,neutral,neutral,neutral,negative
 keren pajero bro ... fortuner mah langkung .. ,neutral,neutral,negative,neutral,neutral,neutral
 yahama aerox 155 vva akselerasi estu   top. ,neutral,positive,neutral,neutral,neutral,neutral
 scoopy kece . bensin irit dipunasta tebih nggih mboten rewel . mboten kathah buang-buang arta wekdal servis . ,positive,neutral,positive,neutral,neutral,positive
" daihatsu sigra, tangki bensin rawan bocor amargi kadamel saking bahan plastik. ",neutral,neutral,neutral,negative,neutral,neutral
" midherek kula menika mobil radi cengeng sih , utawi kathah penyakit , midherek pendapat kula ",neutral,neutral,negative,neutral,neutral,neutral
" grand livina xv matic kula nyaman sanget , mboten nate   wonten masalah gadhah artos . nissan top ",neutral,neutral,positive,neutral,neutral,neutral
 altis kula  warsa 2001 istimewa sanget ,neutral,neutral,positive,neutral,neutral,neutral
 desain unibody menika maringaken kesagahan miyos dhateng avanza lebet nahan   beban lan menika salah setunggal poin dipunbandingaken kaliyan para pesaingipun   juragan ,neutral,neutral,neutral,positive,neutral,neutral
 duka  kenging menapa kula priksa mobil menika mboten proporsional saking sisi    wingking  ,neutral,neutral,neutral,negative,neutral,neutral
 midherek gw sih fortuner menang tebih saking segi kemewahanipun   daripada pajero ingkang kampungan sanget ,neutral,neutral,negative,neutral,neutral,neutral
 midherek kula pribadi : vario 150 2018 naming santun mawon . mesin lan rem kirang maremaken amargi mboten wonten peningkatan . ,neutral,negative,neutral,negative,neutral,neutral
" menawi trose tukang bengkel , xenia inggih menika mobil irit . irit bensin ( keparing 1:12 ) . ",positive,neutral,neutral,neutral,neutral,neutral
 menawi wonten hrv prestige .. mesthi juwara wonten ngriki ,neutral,neutral,positive,neutral,neutral,neutral
" rayi kula  ugi  agem hrv nanging ingkang 1500 , menawi saweg  nebeng wonten kursi wingking estu   nyaman sanget wiyar . ",neutral,neutral,neutral,positive,neutral,neutral
" kala-wau siyang pinarak dhateng dealer mobil toyota bintaro , nanya-nanipun  mobil avanza . sales girl ipun    pelayananipun   mboten ramah sanget . tiyang kados ngoten dijadiin sales mobil ",neutral,neutral,neutral,neutral,neutral,negative
 wuling confero mobil nyaman damel keluwargi . ,neutral,neutral,positive,neutral,neutral,neutral
 honda hrv cvt ipun    alon   ( mboten ngertos ingkang 1.8 ) . ,neutral,neutral,neutral,negative,neutral,neutral
 suzuki all new ertiga samenika saya    awis  ,neutral,neutral,neutral,neutral,negative,neutral
 regi  ignis sae  sanget kagem regi  mobil semriku ,neutral,neutral,neutral,neutral,positive,neutral
" toyota regi  kawisen   , kwalitet nedhak , layanan purnajual nedhak ",neutral,neutral,negative,neutral,negative,negative
 service toyota estu   mboten nate   nguciwakaken ,neutral,neutral,neutral,neutral,neutral,positive
 vario tebih miyos boros daripada mio ,negative,neutral,neutral,neutral,neutral,neutral
 suspensi eca  pajero sport bro sanes fortuner ,neutral,neutral,neutral,negative,neutral,neutral
 sanadyan honda brio bodyipun   oke nanging menawi mesinipun   mboten sae   nggih kagem menapa ,neutral,negative,neutral,positive,neutral,neutral
" toyota rush menika perawatanipun   gampil , bengkel kathah wonten pundi-pundi . ",neutral,neutral,neutral,neutral,neutral,positive
" dumugi wekdal menika brand mobil paling maremaken kula kaliyan sedayanipun : value , kwalitet mobil , purnajual taksih toyota . ",neutral,neutral,positive,neutral,positive,neutral
" remen sami brio amargi lincah lan gesit sanget kagem dipunasta dhateng pundia , calya kawon tebih pokokipun   ",neutral,negative,neutral,neutral,neutral,neutral
" gl menika midherek kula, eca  dikendarai saking perspektif pengemudi. ",neutral,neutral,positive,neutral,neutral,neutral
 wuling cortez menika kadosipun   nyaman sanget sih daripada avanza ,neutral,neutral,negative,neutral,neutral,neutral
 tresna sanget kaliyan pilihan warni honda jazz ingkang damel gemas ,neutral,neutral,neutral,positive,neutral,neutral
" kidang kapsul wiyar nanging boros bensin , avanza irit nanging ripak  , huh ",positive,neutral,neutral,negative,neutral,neutral
 kula miyos dhateng mobilio amargi saking segi tenaga miyos inggil ,neutral,positive,neutral,neutral,neutral,neutral
" mitsubishi menika mobil ingkang perawatanipun   gampil  , eca  sanget ",neutral,neutral,neutral,neutral,neutral,positive
" mantep ugi  niki ketahanan mesin mobilipun   wuling confero l, auto kathah ingkang mundhut damel taksi online. ",neutral,positive,neutral,neutral,neutral,neutral
 jazz tenaganipun  oke sanget daripada brio kawon tebih ,neutral,negative,neutral,neutral,neutral,neutral
 kula miyos cenderung vrz kagungan daya tarik piyambakan ,neutral,neutral,positive,neutral,neutral,neutral
 kajangkepan fitur sami kapasitas cc lan power ingkang miyos gede .. sirion miyos kathah keunggulan ,neutral,positive,neutral,positive,neutral,neutral
" kula agem all new honda brio satya e gan , nyaman sanget lan good , menapa malih brandipun   h , benten kaliyan suzuki ignis lan daihatsu sirion ",neutral,neutral,negative,neutral,neutral,neutral
" tulung oh   dibenahi ahasipun   , masa kula badhe servis motor lan gantos oli mekanikipun   mboten wonten . ",neutral,neutral,neutral,neutral,neutral,negative
 penilaian kula inggih menika avanza menika mobil nyaris sempurna ,neutral,neutral,positive,neutral,neutral,neutral
 kula saya    saestu kagem agem honda brio dados   mobil sadinten-dinten amargi ngremenaken  kagem dikendarai . ,neutral,neutral,positive,neutral,neutral,neutral
" samparan samparan nyaman kabin lan bagasi ugi  wiyar sanget , interior lan fitur ugi  keetang   sae   wonten kelasipun   . pokokipun   remen  lah agem hrv ",neutral,neutral,neutral,positive,neutral,neutral
" mundhut wuling confero s keparing jasa servis 2,5 warsa mboten betah bayar . ",neutral,neutral,neutral,neutral,neutral,positive
 mini taksih kawon ageng tenaganipun  dipunbanding daihatsu ayla turbo ,neutral,positive,neutral,neutral,neutral,neutral
 warni avanza keluaran paling enggal menika nambah   mobil dados   kepriksan miyos modern ,neutral,neutral,neutral,positive,neutral,neutral
" xenia warsa 2008 dipunagem sadangu 2 sasi  wongsal-wangsul jakarta -bandung , mesin mboten sapisana  wonten masalah . ",neutral,positive,neutral,neutral,neutral,neutral
" sedaya tipe pcx 2018 keren menapa malih ingkang pcx abs . keren sanget modelipun   , sae   lan canggih mesinipun   lan hemat bbm ipun    . ",positive,positive,positive,positive,neutral,neutral
" keleresan kula ugi  agem hrv , nanging pengalaman wonten bengkel resminipun  , kathah ingkang kirang ngremenaken  . saha  biaya servisipun   radi awis  . ",neutral,neutral,neutral,neutral,neutral,negative
" mboten nyana     sekelas suv 1800 cc bahan besmi 1 banding 12 lebeting kitha , irit sanget . ",positive,neutral,neutral,neutral,neutral,neutral
 city car daihatsu setunggal menika kasunyatanipun reginipun   mboten patos awis  ,neutral,neutral,neutral,neutral,positive,neutral
 @mitsubishi_id bengkel matraman kirang sae   service mobil kula . ,neutral,neutral,neutral,neutral,neutral,negative
 xpander bodi ugi  kaleng . sinten matur naming rush mawon ingkang kaleng ,neutral,neutral,neutral,negative,neutral,neutral
 honda brio rs cvt mantep bro . naming regi  radi awis  mawon sih ,neutral,neutral,positive,neutral,negative,neutral
 avanza mantep sanget poweripun   damel dipunasta dhateng margi   landhep ,neutral,positive,neutral,neutral,neutral,neutral
 brio manuveripun   lincah abis menawi dipunbanding sami calya ,neutral,negative,neutral,neutral,neutral,neutral
 purnajual wangsul toyota rush ugi  taksih sae   . ,neutral,neutral,neutral,neutral,positive,neutral
 bengkel @honda padhang anugrah pamulang payah pelayananipun   ,neutral,neutral,neutral,neutral,neutral,negative
" kula mundhut avanza 2011 , kagem regi  ergonomis sanget damel keluwargi lan kagem konsumsi bensinipun   irit . ",positive,neutral,neutral,neutral,positive,neutral
